Pagina,Palabras,Menciones_Censuradas_REDACTED,Evasiones_Detectadas,Tipos_Evasion,Indicador_Positivo,Indicador_Negativo,Indice_Sentimiento,Clasificacion_Sentimiento,Hits_Propiedades,Hits_Aviones_Logistica,Hits_Abuso_Menores,Hits_Ambito_Legal,Tema_Dominante,Años_Mencionados,Personas_Presentes,Personas_Count,Fuente
2527,353,0,2,Fifth Amendment,1,0,1.0,Positivo,0,0,0,3,Ámbito Legal,2007; 2009; 2010; 2011; 2013,,0,TXT Consolidado
2528,315,0,2,Objection; Fifth Amendment,0,0,0.0,Neutral,0,0,0,0,Sin tema dominante,2007; 2016,,0,TXT Consolidado
2529,345,0,11,Objection; Fifth Amendment,1,0,1.0,Positivo,0,0,0,3,Ámbito Legal,2000; 2016,,0,TXT Consolidado
2530,343,0,2,Fifth Amendment,0,0,0.0,Neutral,0,0,0,4,Ámbito Legal,2000; 2016,,0,TXT Consolidado
2531,384,0,0,,0,0,0.0,Neutral,0,0,0,0,Sin tema dominante,1992; 1993; 1994; 1995,,0,TXT Consolidado
2532,336,0,2,Fifth Amendment,0,0,0.0,Neutral,0,0,0,2,Ámbito Legal,2000; 2012; 2016,,0,TXT Consolidado
2533,327,0,1,Fifth Amendment,0,0,0.0,Neutral,0,0,0,1,Ámbito Legal,1991; 1992; 2005; 2016,,0,TXT Consolidado
2534,345,0,3,Fifth Amendment,0,1,-1.0,Altamente Negativo,0,0,1,2,Ámbito Legal,2011; 2012,,0,TXT Consolidado
2535,336,0,2,Fifth Amendment,1,0,1.0,Positivo,0,0,0,3,Ámbito Legal,1992; 1993,,0,TXT Consolidado
2536,392,0,2,Objection; Fifth Amendment,0,0,0.0,Neutral,0,0,0,1,Ámbito Legal,1997; 2010,,0,TXT Consolidado
2537,343,0,1,Fifth Amendment,0,0,0.0,Neutral,0,0,0,2,Ámbito Legal,1991; 2015,Ghislaine Maxwell,1,TXT Consolidado
2538,384,0,0,,1,2,-0.333,Altamente Negativo,4,0,0,1,Propiedades,1996; 1999; 2000; 2005; 2008,Bill Clinton; Alan Dershowitz,2,TXT Consolidado
2539,338,0,0,,1,0,1.0,Positivo,1,1,0,1,Propiedades,2000; 2001; 2002; 2014,Bill Clinton; Alan Dershowitz,2,TXT Consolidado
2540,364,0,0,,0,1,-1.0,Altamente Negativo,0,0,1,2,Ámbito Legal,1999; 2007; 2011,Ghislaine Maxwell,1,TXT Consolidado
2541,346,1,4,Decline to answer; Fifth Amendment,1,0,1.0,Positivo,0,0,0,3,Ámbito Legal,1998; 2002,,0,TXT Consolidado
2542,283,0,1,Fifth Amendment,0,2,-1.0,Altamente Negativo,0,0,0,0,Sin tema dominante,,,0,TXT Consolidado
2543,289,0,0,,0,2,-1.0,Altamente Negativo,0,1,1,0,Logística / Aviones,2002,,0,TXT Consolidado
2544,230,0,0,,0,0,0.0,Neutral,0,0,0,0,Sin tema dominante,2016,Jeffrey Epstein; Virginia Giuffre,2,TXT Consolidado
2545,118,0,0,,0,0,0.0,Neutral,1,0,0,0,Propiedades,2016,Jeffrey Epstein; Ghislaine Maxwell,2,TXT Consolidado
2546,17,0,0,,0,0,0.0,Neutral,0,0,0,0,Sin tema dominante,,,0,TXT Consolidado
2547,198,0,0,,2,0,1.0,Positivo,0,0,0,3,Ámbito Legal,,Ghislaine Maxwell,1,TXT Consolidado
2548,237,0,0,,1,0,1.0,Positivo,0,0,0,0,Sin tema dominante,,Ghislaine Maxwell,1,TXT Consolidado
2549,275,0,0,,0,0,0.0,Neutral,0,0,0,0,Sin tema dominante,,,0,TXT Consolidado
2550,293,0,2,Objection,0,1,-1.0,Altamente Negativo,0,0,0,4,Ámbito Legal,,,0,TXT Consolidado
2551,254,0,0,,1,0,1.0,Positivo,0,0,0,1,Ámbito Legal,,,0,TXT Consolidado
2552,75,0,0,,0,0,0.0,Neutral,0,0,0,0,Sin tema dominante,,,0,TXT Consolidado
2553,82,0,0,,0,0,0.0,Neutral,0,0,0,0,Sin tema dominante,,Ghislaine Maxwell,1,TXT Consolidado
2554,70,0,0,,0,0,0.0,Neutral,0,0,0,0,Sin tema dominante,,,0,TXT Consolidado
2555,307,0,0,,0,0,0.0,Neutral,0,0,0,0,Sin tema dominante,2016,Ghislaine Maxwell,1,TXT Consolidado
2556,369,0,0,,0,1,-1.0,Altamente Negativo,0,0,0,0,Sin tema dominante,1998; 2007; 2016,,0,TXT Consolidado
2557,335,0,0,,0,0,0.0,Neutral,1,0,0,0,Propiedades,2000; 2002; 2005; 2016,,0,TXT Consolidado
2558,369,0,0,,0,0,0.0,Neutral,0,0,0,0,Sin tema dominante,2016,,0,TXT Consolidado
2559,407,0,0,,1,1,0.0,Neutral / Procedimental,0,0,0,1,Ámbito Legal,1998; 2000; 2002,,0,TXT Consolidado
2560,468,0,0,,0,0,0.0,Neutral,0,0,0,5,Ámbito Legal,2000; 2002; 2014,Jeffrey Epstein,1,TXT Consolidado
2561,360,0,1,Fifth Amendment,1,0,1.0,Positivo,0,0,0,1,Ámbito Legal,2002; 2014; 2016,,0,TXT Consolidado
2562,318,0,0,,1,0,1.0,Positivo,0,0,0,0,Sin tema dominante,2003; 2015; 2016,,0,TXT Consolidado
2563,378,0,0,,1,0,1.0,Positivo,0,0,0,0,Sin tema dominante,2002; 2015; 2016,,0,TXT Consolidado
2564,448,0,0,,1,0,1.0,Positivo,0,0,0,0,Sin tema dominante,2002; 2006; 2010; 2012,,0,TXT Consolidado
2565,356,0,0,,1,1,0.0,Neutral / Procedimental,0,0,0,0,Sin tema dominante,2005; 2009; 2010; 2012,,0,TXT Consolidado
2566,514,0,0,,0,1,-1.0,Altamente Negativo,0,0,0,0,Sin tema dominante,2013,,0,TXT Consolidado
2567,364,0,0,,0,1,-1.0,Altamente Negativo,0,0,0,0,Sin tema dominante,2015,Ghislaine Maxwell,1,TXT Consolidado
2568,95,0,0,,0,0,0.0,Neutral,0,0,0,0,Sin tema dominante,2016,Ghislaine Maxwell,1,TXT Consolidado
2569,141,0,0,,0,0,0.0,Neutral,0,0,0,0,Sin tema dominante,2016,,0,TXT Consolidado
2570,69,0,0,,0,0,0.0,Neutral,0,0,0,0,Sin tema dominante,,Ghislaine Maxwell,1,TXT Consolidado
2571,331,0,0,,1,0,1.0,Positivo,0,0,0,10,Ámbito Legal,2012; 2016,Ghislaine Maxwell,1,TXT Consolidado
2572,315,0,0,,0,0,0.0,Neutral,0,0,0,4,Ámbito Legal,2005; 2011; 2015; 2016,,0,TXT Consolidado
2573,334,0,0,,0,0,0.0,Neutral,0,0,0,0,Sin tema dominante,2015,,0,TXT Consolidado
2574,404,0,1,Don't know,1,1,0.0,Neutral / Procedimental,0,0,0,5,Ámbito Legal,2015,,0,TXT Consolidado
2575,441,0,0,,1,0,1.0,Positivo,0,0,0,3,Ámbito Legal,2015,,0,TXT Consolidado
2576,340,0,0,,0,0,0.0,Neutral,0,0,0,4,Ámbito Legal,2015,,0,TXT Consolidado
2577,401,0,0,,0,0,0.0,Neutral,0,0,0,2,Ámbito Legal,,,0,TXT Consolidado
2578,333,0,0,,1,0,1.0,Positivo,0,0,0,8,Ámbito Legal,,,0,TXT Consolidado
2579,272,0,0,,1,0,1.0,Positivo,0,0,0,8,Ámbito Legal,2015; 2016,Ghislaine Maxwell,1,TXT Consolidado
2580,65,0,0,,0,0,0.0,Neutral,0,0,0,0,Sin tema dominante,2016,Ghislaine Maxwell,1,TXT Consolidado
2581,129,0,0,,0,0,0.0,Neutral,0,0,0,1,Ámbito Legal,2016,,0,TXT Consolidado
2582,193,0,0,,1,0,1.0,Positivo,0,0,0,5,Ámbito Legal,2016,Ghislaine Maxwell,1,TXT Consolidado
2583,123,0,0,,0,0,0.0,Neutral,0,0,0,3,Ámbito Legal,2016,,0,TXT Consolidado
2584,151,0,0,,1,0,1.0,Positivo,0,0,0,0,Sin tema dominante,2016,,0,TXT Consolidado
2585,17,0,0,,0,0,0.0,Neutral,0,0,0,1,Ámbito Legal,,,0,TXT Consolidado
2586,112,0,0,,1,0,1.0,Positivo,0,0,0,1,Ámbito Legal,2016,Ghislaine Maxwell,1,TXT Consolidado
2587,187,0,1,Objection,1,0,1.0,Positivo,0,0,0,1,Ámbito Legal,2002; 2003,Jeffrey Epstein,1,TXT Consolidado
2588,215,0,0,,1,0,1.0,Positivo,0,0,0,1,Ámbito Legal,2015,,0,TXT Consolidado
2589,196,0,1,Don't know,2,1,0.333,Positivo,0,0,0,0,Sin tema dominante,,,0,TXT Consolidado
2590,198,0,2,Objection,1,1,0.0,Neutral / Procedimental,0,0,0,0,Sin tema dominante,,Jeffrey Epstein,1,TXT Consolidado
2591,198,0,1,Objection,1,0,1.0,Positivo,0,0,0,1,Ámbito Legal,,,0,TXT Consolidado
2592,201,0,2,Objection,2,0,1.0,Positivo,0,0,0,0,Sin tema dominante,,,0,TXT Consolidado
2593,197,0,1,Objection,1,0,1.0,Positivo,0,0,0,0,Sin tema dominante,,,0,TXT Consolidado
2594,225,0,0,,1,0,1.0,Positivo,0,0,0,1,Ámbito Legal,2015,,0,TXT Consolidado
2595,198,0,2,Objection,1,0,1.0,Positivo,0,0,0,0,Sin tema dominante,2015,,0,TXT Consolidado
2596,182,0,2,Objection,1,0,1.0,Positivo,0,0,0,1,Ámbito Legal,2015,Jeffrey Epstein,1,TXT Consolidado
2597,196,0,1,Objection,1,0,1.0,Positivo,0,0,0,1,Ámbito Legal,,,0,TXT Consolidado
2598,175,0,4,Objection,1,0,1.0,Positivo,0,0,0,0,Sin tema dominante,,,0,TXT Consolidado
2599,191,0,1,Objection,1,0,1.0,Positivo,0,0,0,3,Ámbito Legal,2009,,0,TXT Consolidado
2600,182,0,0,,1,1,0.0,Neutral / Procedimental,0,0,0,0,Sin tema dominante,,Ghislaine Maxwell,1,TXT Consolidado
2601,348,4,0,,2,2,0.0,Neutral / Procedimental,0,0,1,0,Abuso / Menores,2008; 2011; 2014,Jeffrey Epstein,1,TXT Consolidado
2602,360,1,1,Objection,0,2,-1.0,Altamente Negativo,0,0,1,0,Abuso / Menores,2013; 2014,Jeffrey Epstein; Virginia Giuffre; Prince Andrew,3,TXT Consolidado
2603,337,6,2,Objection,0,4,-1.0,Altamente Negativo,0,0,2,0,Abuso / Menores,2014,Jeffrey Epstein; Prince Andrew,2,TXT Consolidado
2604,351,3,0,,2,1,0.333,Positivo,0,0,0,3,Ámbito Legal,2015,,0,TXT Consolidado
2605,315,1,0,,2,2,0.0,Neutral / Procedimental,0,0,0,3,Ámbito Legal,2015; 2016,,0,TXT Consolidado
2606,300,0,0,,1,2,-0.333,Altamente Negativo,2,1,2,7,Ámbito Legal,,,0,TXT Consolidado
2607,259,0,0,,0,4,-1.0,Altamente Negativo,0,1,2,0,Abuso / Menores,2009,,0,TXT Consolidado
2608,256,0,0,,1,5,-0.667,Altamente Negativo,1,0,1,0,Propiedades,2003; 2005; 2009; 2011; 2013; 2015,Alan Dershowitz,1,TXT Consolidado
2609,271,0,0,,0,4,-1.0,Altamente Negativo,1,0,1,1,Propiedades,2015,Prince Andrew,1,TXT Consolidado
2610,298,0,0,,0,2,-1.0,Altamente Negativo,0,0,0,3,Ámbito Legal,2016,,0,TXT Consolidado
2611,165,0,0,,0,0,0.0,Neutral,0,0,0,0,Sin tema dominante,2016,,0,TXT Consolidado
2612,109,0,0,,0,0,0.0,Neutral,0,0,0,0,Sin tema dominante,2016,,0,TXT Consolidado
2613,17,0,0,,0,0,0.0,Neutral,0,0,0,1,Ámbito Legal,,,0,TXT Consolidado
2614,235,0,0,,0,1,-1.0,Altamente Negativo,0,0,0,1,Ámbito Legal,,Ghislaine Maxwell,1,TXT Consolidado
2615,391,0,0,,0,1,-1.0,Altamente Negativo,0,0,0,3,Ámbito Legal,2001; 2011; 2016,,0,TXT Consolidado
2616,329,0,0,,0,1,-1.0,Altamente Negativo,0,0,0,0,Sin tema dominante,2015,,0,TXT Consolidado
2617,321,3,0,,0,2,-1.0,Altamente Negativo,0,0,1,0,Abuso / Menores,2015,Jeffrey Epstein; Alan Dershowitz,2,TXT Consolidado
2618,243,0,0,,0,3,-1.0,Altamente Negativo,0,0,2,0,Abuso / Menores,1998,,0,TXT Consolidado
2619,227,0,0,,0,0,0.0,Neutral,5,0,0,0,Propiedades,1998; 2003,Jeffrey Epstein,1,TXT Consolidado
2620,261,0,0,,0,0,0.0,Neutral,0,0,0,0,Sin tema dominante,1998; 2003; 2005; 2008; 2009; 2013; 2014; 2015,,0,TXT Consolidado
2621,312,0,0,,0,1,-1.0,Altamente Negativo,0,0,1,1,Abuso / Menores,1998,Jeffrey Epstein,1,TXT Consolidado
2622,256,0,0,,1,0,1.0,Positivo,0,0,0,0,Sin tema dominante,2011,,0,TXT Consolidado
2623,221,0,0,,0,0,0.0,Neutral,0,0,0,0,Sin tema dominante,,,0,TXT Consolidado
2624,228,0,0,,0,0,0.0,Neutral,0,0,0,0,Sin tema dominante,,Ghislaine Maxwell,1,TXT Consolidado
2625,253,2,0,,1,1,0.0,Neutral / Procedimental,0,0,0,0,Sin tema dominante,,Jeffrey Epstein,1,TXT Consolidado
2626,301,0,0,,0,0,0.0,Neutral,0,0,0,0,Sin tema dominante,1996,,0,TXT Consolidado
2627,269,0,0,,1,1,0.0,Neutral / Procedimental,0,0,0,1,Ámbito Legal,,Jeffrey Epstein; Ghislaine Maxwell,2,TXT Consolidado
2628,270,0,0,,0,4,-1.0,Altamente Negativo,0,0,1,1,Abuso / Menores,,Ghislaine Maxwell,1,TXT Consolidado
2629,319,0,0,,0,6,-1.0,Altamente Negativo,0,0,2,1,Abuso / Menores,1999,Jeffrey Epstein,1,TXT Consolidado
2630,282,0,0,,0,5,-1.0,Altamente Negativo,0,0,3,0,Abuso / Menores,,,0,TXT Consolidado
2631,276,0,0,,0,3,-1.0,Altamente Negativo,0,0,1,1,Abuso / Menores,,,0,TXT Consolidado
2632,172,0,1,Objection,0,0,0.0,Neutral,0,0,0,2,Ámbito Legal,1998,Jeffrey Epstein; Ghislaine Maxwell,2,TXT Consolidado
2633,220,0,0,,0,0,0.0,Neutral,0,0,0,0,Sin tema dominante,,Jeffrey Epstein; Ghislaine Maxwell; Prince Andrew; Bill Clinton; Alan Dershowitz; Stephen Hawking; Al Gore,7,TXT Consolidado
2634,304,0,0,,0,0,0.0,Neutral,3,0,0,0,Propiedades,,Jeffrey Epstein,1,TXT Consolidado
2635,298,0,0,,0,0,0.0,Neutral,0,0,0,0,Sin tema dominante,,Jeffrey Epstein,1,TXT Consolidado
2636,267,0,0,,0,0,0.0,Neutral,1,0,0,0,Propiedades,,Jeffrey Epstein,1,TXT Consolidado
2637,254,0,0,,0,0,0.0,Neutral,2,0,0,0,Propiedades,1998; 1999; 2002,,0,TXT Consolidado
2638,281,0,0,,0,2,-1.0,Altamente Negativo,0,0,2,0,Abuso / Menores,1998,,0,TXT Consolidado
2639,265,0,0,,0,0,0.0,Neutral,0,0,0,0,Sin tema dominante,1996; 1998; 2002,,0,TXT Consolidado
2640,280,0,0,,0,1,-1.0,Altamente Negativo,0,0,0,0,Sin tema dominante,1999,Jeffrey Epstein,1,TXT Consolidado
2641,274,0,0,,0,0,0.0,Neutral,0,0,0,0,Sin tema dominante,1998; 2002,,0,TXT Consolidado
2642,251,0,0,,0,0,0.0,Neutral,0,0,0,0,Sin tema dominante,1999,Jeffrey Epstein,1,TXT Consolidado
2643,276,0,0,,0,1,-1.0,Altamente Negativo,0,0,2,0,Abuso / Menores,,Jeffrey Epstein,1,TXT Consolidado
2644,283,0,0,,0,1,-1.0,Altamente Negativo,0,0,0,0,Sin tema dominante,,Ghislaine Maxwell,1,TXT Consolidado
2645,268,0,0,,0,0,0.0,Neutral,0,0,0,0,Sin tema dominante,,Ghislaine Maxwell,1,TXT Consolidado
2646,240,0,0,,0,0,0.0,Neutral,0,0,0,0,Sin tema dominante,,Ghislaine Maxwell; Prince Andrew; Bill Clinton,3,TXT Consolidado
2647,268,0,0,,0,1,-1.0,Altamente Negativo,0,0,0,0,Sin tema dominante,,Jeffrey Epstein; Ghislaine Maxwell,2,TXT Consolidado
2648,271,0,0,,0,0,0.0,Neutral,0,0,0,0,Sin tema dominante,,Jeffrey Epstein; Ghislaine Maxwell,2,TXT Consolidado
2649,289,0,0,,0,0,0.0,Neutral,0,0,0,0,Sin tema dominante,1998,Jeffrey Epstein; Ghislaine Maxwell; Prince Andrew; Bill Clinton; Alan Dershowitz,5,TXT Consolidado
2650,253,0,1,Objection,0,0,0.0,Neutral,0,0,0,1,Ámbito Legal,,Jeffrey Epstein,1,TXT Consolidado
2651,173,0,0,,0,0,0.0,Neutral,0,0,0,0,Sin tema dominante,2016,,0,TXT Consolidado
2652,80,0,0,,0,0,0.0,Neutral,0,0,0,0,Sin tema dominante,2016,,0,TXT Consolidado
2653,17,0,0,,0,0,0.0,Neutral,0,0,0,1,Ámbito Legal,,,0,TXT Consolidado
2654,17,0,0,,0,0,0.0,Neutral,0,0,0,0,Sin tema dominante,,,0,TXT Consolidado
2655,17,0,0,,0,0,0.0,Neutral,0,0,0,0,Sin tema dominante,,,0,TXT Consolidado
2656,17,0,0,,0,0,0.0,Neutral,0,0,0,0,Sin tema dominante,,,0,TXT Consolidado
2657,17,0,0,,0,0,0.0,Neutral,0,0,0,0,Sin tema dominante,,,0,TXT Consolidado
2658,17,0,0,,0,0,0.0,Neutral,0,0,0,0,Sin tema dominante,,,0,TXT Consolidado
2659,17,0,0,,0,0,0.0,Neutral,0,0,0,0,Sin tema dominante,,,0,TXT Consolidado
2660,17,0,0,,0,0,0.0,Neutral,0,0,0,0,Sin tema dominante,,,0,TXT Consolidado
2661,17,0,0,,0,0,0.0,Neutral,0,0,0,0,Sin tema dominante,,,0,TXT Consolidado
2662,17,0,0,,0,0,0.0,Neutral,0,0,0,0,Sin tema dominante,,,0,TXT Consolidado
2663,17,0,0,,0,0,0.0,Neutral,0,0,0,1,Ámbito Legal,,,0,TXT Consolidado
2664,340,0,0,,1,0,1.0,Positivo,0,0,0,0,Sin tema dominante,2015,,0,TXT Consolidado
2665,256,0,0,,2,1,0.333,Positivo,0,0,0,0,Sin tema dominante,2015,Ghislaine Maxwell; Prince Andrew,2,TXT Consolidado
2666,146,0,0,,0,0,0.0,Neutral,0,0,0,0,Sin tema dominante,2015,Ghislaine Maxwell,1,TXT Consolidado
2667,299,0,0,,1,0,1.0,Positivo,0,0,0,0,Sin tema dominante,,,0,TXT Consolidado
2668,455,0,0,,2,0,1.0,Positivo,0,0,0,0,Sin tema dominante,,,0,TXT Consolidado
2669,158,0,0,,0,0,0.0,Neutral,0,0,0,0,Sin tema dominante,,,0,TXT Consolidado
2670,221,0,0,,0,0,0.0,Neutral,0,0,0,0,Sin tema dominante,2015,Ghislaine Maxwell,1,TXT Consolidado
2671,242,0,0,,1,0,1.0,Positivo,0,0,0,0,Sin tema dominante,,,0,TXT Consolidado
2672,658,0,0,,1,0,1.0,Positivo,0,0,0,0,Sin tema dominante,,,0,TXT Consolidado
2673,227,0,0,,0,0,0.0,Neutral,1,0,0,0,Propiedades,2015,Ghislaine Maxwell,1,TXT Consolidado
2674,17,0,0,,0,0,0.0,Neutral,0,0,0,1,Ámbito Legal,,,0,TXT Consolidado
2675,200,0,0,,0,1,-1.0,Altamente Negativo,0,0,0,0,Sin tema dominante,2015,,0,TXT Consolidado
2676,293,0,0,,0,4,-1.0,Altamente Negativo,0,0,0,0,Sin tema dominante,2015,,0,TXT Consolidado
2677,505,0,0,,1,0,1.0,Positivo,0,0,0,0,Sin tema dominante,2015,,0,TXT Consolidado
2678,217,0,0,,2,0,1.0,Positivo,0,0,0,0,Sin tema dominante,,,0,TXT Consolidado
2679,134,0,0,,0,0,0.0,Neutral,0,0,0,0,Sin tema dominante,2015,,0,TXT Consolidado
2680,142,0,0,,0,0,0.0,Neutral,0,0,0,0,Sin tema dominante,2015,,0,TXT Consolidado
2681,245,0,0,,0,2,-1.0,Altamente Negativo,0,0,0,1,Ámbito Legal,2007; 2015,,0,TXT Consolidado
2682,221,0,0,,1,1,0.0,Neutral / Procedimental,0,0,0,0,Sin tema dominante,,,0,TXT Consolidado
2683,128,0,0,,0,0,0.0,Neutral,0,0,0,0,Sin tema dominante,,,0,TXT Consolidado
2684,206,0,0,,0,3,-1.0,Altamente Negativo,0,0,1,1,Abuso / Menores,2015,,0,TXT Consolidado
2685,333,0,0,,0,0,0.0,Neutral,0,0,0,0,Sin tema dominante,,,0,TXT Consolidado
2686,114,0,0,,0,0,0.0,Neutral,0,0,0,0,Sin tema dominante,,,0,TXT Consolidado
2687,137,0,0,,0,0,0.0,Neutral,0,0,0,0,Sin tema dominante,2015,,0,TXT Consolidado
2688,166,1,0,,1,0,1.0,Positivo,0,0,0,0,Sin tema dominante,2015,,0,TXT Consolidado
2689,230,1,0,,1,0,1.0,Positivo,0,0,0,0,Sin tema dominante,2015,,0,TXT Consolidado
2690,141,0,0,,0,0,0.0,Neutral,0,0,0,0,Sin tema dominante,,,0,TXT Consolidado
2691,213,1,0,,1,0,1.0,Positivo,0,0,0,0,Sin tema dominante,2015,,0,TXT Consolidado
2692,142,0,0,,0,0,0.0,Neutral,0,0,0,0,Sin tema dominante,,,0,TXT Consolidado
2693,223,1,0,,0,0,0.0,Neutral,0,0,1,1,Abuso / Menores,2015,,0,TXT Consolidado
2694,251,0,0,,0,0,0.0,Neutral,0,0,0,0,Sin tema dominante,2002; 2015,,0,TXT Consolidado
2695,174,0,0,,0,0,0.0,Neutral,0,0,0,0,Sin tema dominante,2015,,0,TXT Consolidado
2696,254,0,0,,1,3,-0.5,Altamente Negativo,0,0,1,4,Ámbito Legal,,Jeffrey Epstein; Ghislaine Maxwell; Virginia Giuffre,3,TXT Consolidado
2697,375,1,0,,0,1,-1.0,Altamente Negativo,0,0,0,8,Ámbito Legal,2016,,0,TXT Consolidado
2698,349,0,0,,1,0,1.0,Positivo,0,0,0,9,Ámbito Legal,,Jeffrey Epstein,1,TXT Consolidado
2699,358,0,0,,0,0,0.0,Neutral,0,0,0,1,Ámbito Legal,2015,,0,TXT Consolidado
2700,470,0,0,,0,0,0.0,Neutral,0,0,0,8,Ámbito Legal,2009; 2016,,0,TXT Consolidado
2701,365,0,1,Fifth Amendment,1,0,1.0,Positivo,0,0,0,5,Ámbito Legal,1993; 2011; 2013,Jeffrey Epstein,1,TXT Consolidado
2702,318,0,0,,0,0,0.0,Neutral,0,0,0,6,Ámbito Legal,2016,,0,TXT Consolidado
2703,153,0,0,,0,0,0.0,Neutral,0,0,0,0,Sin tema dominante,2016,,0,TXT Consolidado
2704,109,0,0,,0,0,0.0,Neutral,0,0,0,0,Sin tema dominante,2016,,0,TXT Consolidado
2705,16,0,0,,0,0,0.0,Neutral,0,0,0,0,Sin tema dominante,,,0,TXT Consolidado
2706,173,0,0,,0,0,0.0,Neutral,0,0,0,0,Sin tema dominante,2016,Ghislaine Maxwell,1,TXT Consolidado
2707,207,0,0,,0,2,-1.0,Altamente Negativo,0,0,4,0,Abuso / Menores,2016,Jeffrey Epstein; Ghislaine Maxwell,2,TXT Consolidado
2708,169,0,0,,0,2,-1.0,Altamente Negativo,0,0,5,0,Abuso / Menores,2016,Jeffrey Epstein; Ghislaine Maxwell,2,TXT Consolidado
2709,235,0,0,,0,2,-1.0,Altamente Negativo,0,0,2,0,Abuso / Menores,2016,Jeffrey Epstein; Ghislaine Maxwell; Virginia Giuffre,3,TXT Consolidado
2710,197,0,0,,0,2,-1.0,Altamente Negativo,0,0,3,0,Abuso / Menores,2016,Jeffrey Epstein; Ghislaine Maxwell; Alan Dershowitz,3,TXT Consolidado
2711,204,0,0,,0,2,-1.0,Altamente Negativo,0,0,4,0,Abuso / Menores,2016,Jeffrey Epstein; Ghislaine Maxwell; Virginia Giuffre; Prince Andrew,4,TXT Consolidado
2712,215,0,0,,0,2,-1.0,Altamente Negativo,0,0,4,0,Abuso / Menores,2016,Jeffrey Epstein; Ghislaine Maxwell; Virginia Giuffre; Prince Andrew; Annie Farmer,5,TXT Consolidado
2713,181,0,0,,0,3,-1.0,Altamente Negativo,0,0,2,0,Abuso / Menores,2016,Ghislaine Maxwell; Virginia Giuffre,2,TXT Consolidado
2714,176,0,0,,0,2,-1.0,Altamente Negativo,0,0,1,0,Abuso / Menores,2016,Ghislaine Maxwell,1,TXT Consolidado
2715,175,0,0,,0,3,-1.0,Altamente Negativo,0,0,5,0,Abuso / Menores,2016,Ghislaine Maxwell,1,TXT Consolidado
2716,195,0,0,,0,2,-1.0,Altamente Negativo,1,0,4,0,Abuso / Menores,2016,Jeffrey Epstein; Ghislaine Maxwell,2,TXT Consolidado
2717,206,0,0,,0,2,-1.0,Altamente Negativo,1,0,4,0,Abuso / Menores,2016,Ghislaine Maxwell,1,TXT Consolidado
2718,195,0,0,,0,2,-1.0,Altamente Negativo,0,0,6,0,Abuso / Menores,2016,Ghislaine Maxwell,1,TXT Consolidado
2719,189,0,0,,0,2,-1.0,Altamente Negativo,0,0,4,0,Abuso / Menores,2016,Ghislaine Maxwell,1,TXT Consolidado
2720,208,0,0,,0,3,-1.0,Altamente Negativo,2,0,5,0,Abuso / Menores,2016,Ghislaine Maxwell,1,TXT Consolidado
2721,231,0,0,,0,2,-1.0,Altamente Negativo,1,0,4,0,Abuso / Menores,2016,Jeffrey Epstein; Ghislaine Maxwell; Virginia Giuffre; Prince Andrew; Johanna Sjoberg,5,TXT Consolidado
2722,205,0,0,,0,2,-1.0,Altamente Negativo,0,0,4,0,Abuso / Menores,2016,Ghislaine Maxwell; Leslie Wexner,2,TXT Consolidado
2723,241,0,0,,0,4,-1.0,Altamente Negativo,2,0,5,0,Abuso / Menores,1999; 2002; 2016,Jeffrey Epstein; Ghislaine Maxwell,2,TXT Consolidado
2724,331,1,0,,0,1,-1.0,Altamente Negativo,1,1,1,6,Ámbito Legal,1999; 2002; 2008; 2009; 2011; 2015; 2016,Jeffrey Epstein; Ghislaine Maxwell; Bill Clinton,3,TXT Consolidado
2725,392,4,0,,0,0,0.0,Neutral,1,0,0,21,Ámbito Legal,2015; 2016,Virginia Giuffre; Alan Dershowitz,2,TXT Consolidado
2726,365,0,0,,1,3,-0.5,Altamente Negativo,0,0,3,9,Ámbito Legal,2007; 2010; 2015; 2016,Ghislaine Maxwell; Prince Andrew,2,TXT Consolidado
2727,344,0,0,,0,1,-1.0,Altamente Negativo,0,0,0,2,Ámbito Legal,2000; 2016,,0,TXT Consolidado
2728,115,0,0,,0,0,0.0,Neutral,0,0,0,2,Ámbito Legal,2016,,0,TXT Consolidado
2729,167,0,0,,0,0,0.0,Neutral,0,0,0,0,Sin tema dominante,2016,,0,TXT Consolidado
2730,120,0,0,,0,0,0.0,Neutral,0,0,0,0,Sin tema dominante,2016,,0,TXT Consolidado
2731,254,0,0,,2,0,1.0,Positivo,0,0,0,0,Sin tema dominante,2016,Virginia Giuffre,1,TXT Consolidado
2732,357,0,0,,2,2,0.0,Neutral / Procedimental,0,0,0,4,Ámbito Legal,2016,,0,TXT Consolidado
2733,313,0,0,,2,1,0.333,Positivo,1,1,0,1,Propiedades,2006,Jeffrey Epstein,1,TXT Consolidado
2734,361,0,0,,1,4,-0.6,Altamente Negativo,7,0,3,4,Propiedades,2006; 2015,,0,TXT Consolidado
2735,361,0,0,,1,2,-0.333,Altamente Negativo,1,0,2,1,Abuso / Menores,2016,Jeffrey Epstein,1,TXT Consolidado
2736,325,0,0,,2,0,1.0,Positivo,2,3,0,1,Logística / Aviones,2000; 2001,,0,TXT Consolidado
2737,351,0,0,,0,1,-1.0,Altamente Negativo,0,0,1,2,Ámbito Legal,1995; 2005; 2015,,0,TXT Consolidado
